product_id,product_name,category,price,cost,stock,rating
P0427,Charger 427,Accessories,11158.1,6022.57,392,3.3
P0428,Cable 428,Accessories,3917.71,2098.66,63,3.6
P0429,Charger 429,Accessories,11532.41,8382.8,382,4.4
P0430,Cable 430,Accessories,11816.58,8019.46,344,3.2
P0431,Charger 431,Accessories,13329.51,9927.82,441,3.7
P0432,Cable 432,Accessories,8538.54,5829.79,361,3.2
P0433,Cable 433,Accessories,5443.65,4080.16,155,3.2
P0434,Cable 434,Accessories,7214.27,3868.0,472,3.1
P0435,Charger 435,Accessories,3416.35,1557.07,48,3.5
P0436,Cable 436,Accessories,6161.61,3733.75,438,4.4
P0437,Cable 437,Accessories,8455.9,3844.15,193,4.6
P0438,Carrying Case 438,Accessories,6873.31,5142.18,379,4.0
P0439,Cable 439,Accessories,3218.03,2174.08,127,4.1
P0440,Charger 440,Accessories,3749.72,1727.0,296,3.9
P0441,Charger 441,Accessories,11939.35,7929.25,49,3.3
P0442,Carrying Case 442,Accessories,3784.02,2221.73,307,4.4
P0443,Cable 443,Accessories,13158.17,7194.54,234,4.4
P0444,Charger 444,Accessories,5174.6,3093.21,142,4.7
P0445,Carrying Case 445,Accessories,1572.66,737.0,433,4.5
P0446,Charger 446,Accessories,8369.18,5808.29,471,4.9
P0447,Carrying Case 447,Accessories,7941.15,3782.81,307,4.0
P0448,Carrying Case 448,Accessories,9070.07,6269.76,306,4.7
P0449,Carrying Case 449,Accessories,5834.35,3980.93,209,4.6
P0450,Carrying Case 450,Accessories,2604.58,1338.7,279,4.1
P0451,Charger 451,Accessories,13847.2,10195.7,362,3.4
P0452,Carrying Case 452,Accessories,1889.5,1131.81,414,3.8
P0453,Cable 453,Accessories,712.47,405.03,115,3.9
P0454,Carrying Case 454,Accessories,13052.03,7614.33,317,4.3
P0455,Charger 455,Accessories,1783.55,997.11,58,4.3
P0456,Charger 456,Accessories,10025.29,5187.79,378,3.3
P0457,Cable 457,Accessories,9493.33,6645.37,100,3.4
P0458,Carrying Case 458,Accessories,12835.31,7322.24,453,4.5
P0459,Cable 459,Accessories,14337.94,10664.24,349,4.7
P0460,Cable 460,Accessories,7072.69,3505.74,148,4.9
P0461,Charger 461,Accessories,14629.61,8021.8,199,4.5
P0462,Carrying Case 462,Accessories,7053.53,3570.98,210,4.8
P0463,Cable 463,Accessories,14696.95,6994.34,273,3.5
P0464,Carrying Case 464,Accessories,7132.96,4956.49,79,3.1
P0465,Cable 465,Accessories,6214.87,3178.1,400,4.2
P0466,Charger 466,Accessories,5626.88,3470.93,296,3.4
P0467,Cable 467,Accessories,534.61,353.23,442,4.3
P0468,Charger 468,Accessories,3308.34,2147.37,491,3.3
P0469,Charger 469,Accessories,9552.99,6776.58,355,4.8
P0470,Cable 470,Accessories,2017.43,1368.9,129,3.1
P0471,Cable 471,Accessories,12232.39,8143.08,206,3.4
P0472,Charger 472,Accessories,13065.43,7453.11,322,4.2
P0473,Charger 473,Accessories,1755.46,1247.2,211,3.9
P0474,Cable 474,Accessories,6461.54,3787.94,145,4.5
P0475,Charger 475,Accessories,14234.87,7484.43,142,4.9
P0476,Cable 476,Accessories,12644.05,9207.21,304,3.2
P0477,Cable 477,Accessories,5408.9,2742.94,452,4.7
P0478,Carrying Case 478,Accessories,9930.97,4656.46,191,3.2
P0479,Charger 479,Accessories,11214.94,5257.11,102,4.1
P0480,Carrying Case 480,Accessories,4308.75,3146.69,116,4.8
P0481,Charger 481,Accessories,13230.5,6716.21,82,4.7
P0482,Carrying Case 482,Accessories,11975.76,8374.56,111,4.4
P0483,Carrying Case 483,Accessories,13652.34,6666.57,469,4.6
P0484,Cable 484,Accessories,1845.66,873.98,383,3.4
P0485,Cable 485,Accessories,2554.82,1491.06,125,4.3
P0486,Carrying Case 486,Accessories,14101.74,10012.34,334,3.1
P0487,Charger 487,Accessories,10942.42,6627.7,168,4.7
P0488,Charger 488,Accessories,837.83,587.54,245,4.8
P0489,Charger 489,Accessories,5932.02,3705.81,389,3.8
P0490,Carrying Case 490,Accessories,13006.94,8927.63,114,3.3
P0491,Cable 491,Accessories,11028.8,6927.04,162,3.4
P0492,Carrying Case 492,Accessories,10533.55,7607.98,292,3.4
P0493,Charger 493,Accessories,7786.26,4735.48,101,4.2
P0494,Carrying Case 494,Accessories,3543.68,2481.24,243,4.6
P0495,Carrying Case 495,Accessories,5945.21,4001.04,453,4.9
P0496,Carrying Case 496,Accessories,5982.64,4067.18,300,4.8
P0497,Cable 497,Accessories,11031.04,5321.95,385,3.8
